dcterms_identifier|dwc_establishmentMeans|dcterms_modified|dwc_organismRemarks|dwc_collectionCode|dwc_catalogNumber|dwc_georeferenceRemarks|dwc_decimalLatitude|dwc_decimalLongitude|geo_alt|dwc_organismName|dwc_organismScope|cameo|notes|suppress
http://bioimages.vanderbilt.edu/ind-baskauf/11553|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|35.68006|-83.46358|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/11553||
http://bioimages.vanderbilt.edu/ind-baskauf/11558|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|35.68006|-83.46358|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/11558||
http://bioimages.vanderbilt.edu/ind-baskauf/11576|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|35.68006|-83.46358|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/11576||
http://bioimages.vanderbilt.edu/ind-baskauf/11596|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|35.65485|-83.58312|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/11596||
http://bioimages.vanderbilt.edu/ind-baskauf/11605|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|35.65485|-83.58312|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/11611||
http://bioimages.vanderbilt.edu/ind-baskauf/11612|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|35.65485|-83.58312|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/11612||
http://bioimages.vanderbilt.edu/ind-baskauf/11630|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|35.65827|-83.51997|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/11631||
http://bioimages.vanderbilt.edu/ind-baskauf/11647|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|35.63534|-83.49306|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/11647||
http://bioimages.vanderbilt.edu/ind-baskauf/11649|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|35.63534|-83.49306|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/11649||
http://bioimages.vanderbilt.edu/ind-baskauf/11657|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|35.63534|-83.49306|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/11657||
http://bioimages.vanderbilt.edu/ind-baskauf/11666|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|35.63534|-83.49306|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/11666||
http://bioimages.vanderbilt.edu/ind-baskauf/11668|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|35.63534|-83.49306|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/11668||
http://bioimages.vanderbilt.edu/ind-baskauf/11676|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|35.63534|-83.49306|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/11676||
http://bioimages.vanderbilt.edu/ind-baskauf/11682|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|35.63534|-83.49306|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/11685||
http://bioimages.vanderbilt.edu/ind-baskauf/11691|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|35.6543|-83.5829|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/11691||
http://bioimages.vanderbilt.edu/ind-baskauf/11701|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|35.6543|-83.5829|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/11701||
http://bioimages.vanderbilt.edu/ind-baskauf/11711|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|35.6543|-83.5829|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/11711||
http://bioimages.vanderbilt.edu/ind-baskauf/11713|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|35.68482|-83.53639|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/11714||
http://bioimages.vanderbilt.edu/ind-baskauf/11722|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|35.68482|-83.53639|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/11722||
http://bioimages.vanderbilt.edu/ind-baskauf/11726|managed|2015-07-31T15:56:37-05:00|Possibly a cultivar.|||Location determined from Google maps.|36.14534|-86.80102|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/11726||
http://bioimages.vanderbilt.edu/ind-baskauf/11781|native|2015-07-31T15:56:37-05:00||||Location determined by an independent GPS measurement.|36.14632|-86.79874|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/11781||
http://bioimages.vanderbilt.edu/ind-baskauf/11802|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|36.06338|-86.81007|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/11808||
http://bioimages.vanderbilt.edu/ind-baskauf/11812|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|36.06|-86.79|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/11815||
http://bioimages.vanderbilt.edu/ind-baskauf/11818|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|36.05766|-86.79004|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/11818||
http://bioimages.vanderbilt.edu/ind-baskauf/11864|managed|2015-07-31T15:56:37-05:00|Potted for native restoration.|||Location determined from Google maps.|36.05721|-86.79004|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/11864||
http://bioimages.vanderbilt.edu/ind-baskauf/11874|adventive|2015-07-31T15:56:37-05:00|adventive|||Location determined from Google maps.|36.05721|-86.79004|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/11874||
http://bioimages.vanderbilt.edu/ind-baskauf/11878|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|36.05721|-86.79004|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/11878||
http://bioimages.vanderbilt.edu/ind-baskauf/11886|naturalised|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|36.05658|-86.79888|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/11886||
http://bioimages.vanderbilt.edu/ind-baskauf/11894|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|36.05658|-86.79888|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/11894||
http://bioimages.vanderbilt.edu/ind-baskauf/11907|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|36.38477|-87.0072|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/11907||
http://bioimages.vanderbilt.edu/ind-baskauf/11916|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|36.38477|-87.0072|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/11930||
http://bioimages.vanderbilt.edu/ind-baskauf/11934|naturalised|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|36.38477|-87.0072|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/11934||
http://bioimages.vanderbilt.edu/ind-baskauf/11967|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|36.51638|-87.56021|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/11967||
http://bioimages.vanderbilt.edu/ind-baskauf/11980|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|36.51777|-87.55984|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/11980||
http://bioimages.vanderbilt.edu/ind-baskauf/11993|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|36.51777|-87.55984|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/11996||
http://bioimages.vanderbilt.edu/ind-baskauf/11999|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|36.51777|-87.55984|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/11999||
http://bioimages.vanderbilt.edu/ind-baskauf/12027|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|36.51777|-87.55984|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/12027||
http://bioimages.vanderbilt.edu/ind-baskauf/12041|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|36.51777|-87.55984|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/12043||
http://bioimages.vanderbilt.edu/ind-baskauf/12050|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|36.51777|-87.55984|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/12055||
http://bioimages.vanderbilt.edu/ind-baskauf/12067|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|36.51899|-87.55959|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/12067||
http://bioimages.vanderbilt.edu/ind-baskauf/12077|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|36.51899|-87.55959|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/12077||
http://bioimages.vanderbilt.edu/ind-baskauf/12092|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|36.51899|-87.55959|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/12092||
http://bioimages.vanderbilt.edu/ind-baskauf/12095|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|36.51777|-87.55984|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/12095||
http://bioimages.vanderbilt.edu/ind-baskauf/12104|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|36.51777|-87.55984|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/12104||
http://bioimages.vanderbilt.edu/ind-baskauf/12118|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|36.51777|-87.55984|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/12118||
http://bioimages.vanderbilt.edu/ind-baskauf/12128|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|36.51777|-87.55984|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/12131||
http://bioimages.vanderbilt.edu/ind-baskauf/12132|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|36.51638|-87.56021|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/12132||
http://bioimages.vanderbilt.edu/ind-baskauf/12156|adventive|2015-07-31T15:56:37-05:00|adventive|||Location determined from Google maps.|36.38371|-87.00737|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/12157||
http://bioimages.vanderbilt.edu/ind-baskauf/12161|naturalised|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|36.38371|-87.00737|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/12161||
http://bioimages.vanderbilt.edu/ind-baskauf/12171|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|36.39571|-87.02471|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/12171||
http://bioimages.vanderbilt.edu/ind-baskauf/12179|naturalised|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|36.39724|-87.03545|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/12183||
http://bioimages.vanderbilt.edu/ind-baskauf/12199|adventive|2015-07-31T15:56:37-05:00|adventive|||Location determined from Google maps.|36.39054|-87.0164|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/12201||
http://bioimages.vanderbilt.edu/ind-baskauf/12209|managed|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|36.38513|-87.00646|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/12212||
http://bioimages.vanderbilt.edu/ind-baskauf/12542|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|36.38379|-87.00703|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/12544||
http://bioimages.vanderbilt.edu/ind-baskauf/12551|naturalised|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|36.38425|-87.0065|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/12551||
http://bioimages.vanderbilt.edu/ind-baskauf/12591|native|2015-07-31T15:56:37-05:00|Individual represents a small population.|||Location determined from Google maps.|36.38343|-87.00665|||colony|http://bioimages.vanderbilt.edu/baskauf/12595||
http://bioimages.vanderbilt.edu/ind-baskauf/12615|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|36.38346|-87.00705|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/12615||
http://bioimages.vanderbilt.edu/ind-baskauf/12709|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|36.06561|-86.60155|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/12711||
http://bioimages.vanderbilt.edu/ind-baskauf/12717|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|36.06561|-86.60155|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/12717||
http://bioimages.vanderbilt.edu/ind-baskauf/12722|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|36.07|-86.6|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/12722||
http://bioimages.vanderbilt.edu/ind-baskauf/12735|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|36.07|-86.6|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/12735||
http://bioimages.vanderbilt.edu/ind-baskauf/12736|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|36.06561|-86.60155|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/12741||
http://bioimages.vanderbilt.edu/ind-baskauf/12747|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|36.06561|-86.60155|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/12750||
http://bioimages.vanderbilt.edu/ind-baskauf/12755|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|36.06538|-86.60198|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/12755||
http://bioimages.vanderbilt.edu/ind-baskauf/12777|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|36.06561|-86.60155|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/12777||
http://bioimages.vanderbilt.edu/ind-baskauf/12784|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|36.06566|-86.60156|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/12784||
http://bioimages.vanderbilt.edu/ind-baskauf/12800|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|36.06561|-86.60155|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/12800||
http://bioimages.vanderbilt.edu/ind-baskauf/12802|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|36.06561|-86.60155|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/12802||
http://bioimages.vanderbilt.edu/ind-baskauf/12804|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|36.06561|-86.60155|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/12804||
http://bioimages.vanderbilt.edu/ind-baskauf/12807|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|36.06538|-86.60198|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/12807||
http://bioimages.vanderbilt.edu/ind-baskauf/12815|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|36.06561|-86.60155|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/12818||
http://bioimages.vanderbilt.edu/ind-baskauf/12824|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|36.06561|-86.60155|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/12824||
http://bioimages.vanderbilt.edu/ind-baskauf/12830|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|36.06561|-86.60155|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/12830||
http://bioimages.vanderbilt.edu/ind-baskauf/12839|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|36.06561|-86.60155|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/12839||
http://bioimages.vanderbilt.edu/ind-baskauf/12845|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|36.06561|-86.60155|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/12845||
http://bioimages.vanderbilt.edu/ind-baskauf/12850|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|36.06561|-86.60155|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/12850||
http://bioimages.vanderbilt.edu/ind-baskauf/12855|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|36.06561|-86.60155|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/12855||
http://bioimages.vanderbilt.edu/ind-baskauf/12869|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|36.06561|-86.60155|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/12872||
http://bioimages.vanderbilt.edu/ind-baskauf/12877|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|36.06561|-86.60155|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/12877||
http://bioimages.vanderbilt.edu/ind-baskauf/12887|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|36.06561|-86.60155|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/12887||
http://bioimages.vanderbilt.edu/ind-baskauf/12900|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|36.06561|-86.60155|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/12900||
http://bioimages.vanderbilt.edu/ind-baskauf/12928|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|36.06561|-86.60155|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/12928||
http://bioimages.vanderbilt.edu/ind-baskauf/12930|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|36.06561|-86.60155|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/12930||
http://bioimages.vanderbilt.edu/ind-baskauf/12932|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|36.06561|-86.60155|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/12932||
http://bioimages.vanderbilt.edu/ind-baskauf/12935|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|36.06561|-86.60155|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/12935||
http://bioimages.vanderbilt.edu/ind-baskauf/12941|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|36.06561|-86.60155|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/12941||
http://bioimages.vanderbilt.edu/ind-baskauf/12951|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|36.06561|-86.60155|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/12954||
http://bioimages.vanderbilt.edu/ind-baskauf/12958|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|36.06561|-86.60063|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/12960||
http://bioimages.vanderbilt.edu/ind-baskauf/12979|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|36.06636|-86.60034|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/12979||
