base_filename,ecoregion,verbatim_description,identifier,creator_id,creator_abbreviation,serial_number,location,full_filename,filename_parsed
50417savanna42341.JPG,50417,savanna,42341,baskauf,42,341,,h50417savanna42341.JPG,savanna42341
50417savanna42342.JPG,50417,savanna,42342,baskauf,42,342,,h50417savanna42342.JPG,savanna42342
50417slope42353.JPG,50417,slope,42353,baskauf,42,353,,h50417slope42353.JPG,slope42353
50417woods41772.JPG,50417,woods,41772,baskauf,41,772,,h50417woods41772.JPG,woods41772
50417woods41778.JPG,50417,woods,41778,baskauf,41,778,,h50417woods41778.JPG,woods41778
50417woods42327.JPG,50417,woods,42327,baskauf,42,327,,h50417woods42327.JPG,woods42327
505011214dd313.JPG,50501,1214,dd313,,dd,313,AB near Banff,w505011214dd313.JPG,1214dd313
505011216dd314.JPG,50501,1216,dd314,,dd,314,AB near Banff,w505011216dd314.JPG,1216dd314
50501banff-np08sb215.jpg,50501,banff-np08,sb215,,sb,215,"vegetation, Banff NP, Alberta",h50501banff-np08sb215.jpg,banff-np08sb215
50501banff-trees07sb214.jpg,50501,banff-trees07,sb214,,sb,214,"forest, Banff NP, Alberta",h50501banff-trees07sb214.jpg,banff-trees07sb214
50501jasper-np09sb216.jpg,50501,jasper-np09,sb216,,sb,216,"Jasper NP, Alberta",h50501jasper-np09sb216.jpg,jasper-np09sb216
50501l-louise04sb213.jpg,50501,l-louise04,sb213,,sb,213,"Lake Louise, Banff NP, Alberta",h50501l-louise04sb213.jpg,l-louise04sb213
50502west-edmonton-c20sb286.jpg,50502,west-edmonton-c20,sb286,,sb,286,,w50502west-edmonton-c20sb286.jpg,west-edmonton-c20sb286
